OP_UNIQUE_CARRIER,FL_DATE_MONTH,DEP_HOUR,MKT_CARRIER_FL_NUM,OP_CARRIER_FL_NUM,TAXI_OUT,DEP_DELAY,AIR_TIME,DISTANCE,CANCELLED,LATITUDE,LONGITUDE,ELEVATION,YEAR OF MANUFACTURE,WIND_DIR,WIND_SPD,WIND_GUST,VISIBILITY,TEMPERATURE,DEW_POINT,REL_HUMIDITY,ALTIMETER,LOWEST_CLOUD_LAYER,N_CLOUD_LAYER,LOW_LEVEL_CLOUD,MID_LEVEL_CLOUD,HIGH_LEVEL_CLOUD,CLOUD_COVER,ACTIVE_WEATHER
HA,7,12.25541382379116,209.5806882230792,209.5806882230792,12.090774250964106,8.188223079204983,120.39913972115099,941.6426876297835,0.0001483239394838327,23.4570303358054,-151.0061737064669,94.71922278255711,2007.0938890536934,94.84574310293681,9.488579056659745,3.56733906852566,9.79679620290715,24.20759121922278,18.346708691782855,70.53097300504301,29.81428507861169,2530.154256897063,1.6871848116285968,0.7883417383565707,0.09626223672500742,0.0385642242657965,1.84055176505488,0.04568377336102047
HA,8,12.124326819510694,211.46714879212186,211.46714879212186,12.436220957070319,9.42391137098015,117.79689182951223,922.653792891214,0.0,23.37348209816895,-151.1675473625173,96.48853669795353,2006.934605323896,114.30066164025234,7.147561163255886,1.6487151869518388,9.948376673334359,24.54348361286352,19.034379135251577,72.57322357285736,29.99946607170334,2769.0721649484535,1.479766117864287,0.7062625019233728,0.20880135405446992,0.036621018618248964,1.5685490075396216,0.022157254962301892
HA,9,12.259302133289234,219.21167521084834,219.21167521084834,12.03538944931371,5.308748139573342,117.23118901934843,918.9396394906565,0.0,23.395940473292544,-151.20183641805855,98.61551182404499,2006.565404332727,116.51232015875641,6.243426492475607,0.6537125847527699,9.908467008433934,24.727595501901767,19.249938812634365,73.10497436745493,29.972000992227553,2861.0881428807675,1.413097403671242,0.697866710765669,0.2199437737721184,0.019348437241607407,1.5996361832313544,0.036050934347610385
HA,10,12.445568400770712,219.8985228002569,219.8985228002569,13.038053949903661,18.384874759152215,118.0854206807964,923.2588310854206,0.0008028259473346178,23.41665642983301,-151.16992980651895,99.13872832369943,2006.0350032113038,135.93127809890817,5.4539177906229925,0.6220295439948619,9.848405587668594,23.818005780346823,18.81192999357739,74.88118015414258,29.991254014129737,2560.5651894669236,1.4047848426461143,0.707931920359666,0.15285806037251123,0.025208734746307002,1.6528580603725112,0.04062299293513166
HA,11,12.379777850375694,221.2515517804639,221.2515517804639,12.443155831427639,13.274583469454427,117.4093433518458,907.5927801372101,0.0003266906239790918,23.38125391963411,-151.26614439562235,99.02417510617445,2005.669715779157,102.89284547533485,7.085429598170532,1.7161058477621691,9.812886311662854,21.951419470761188,16.323884351519112,71.71074975498203,30.034898725906565,2938.6475008167267,1.4879124469127736,0.6917673962757269,0.17379941195687684,0.05684416857236197,1.5529238810846129,0.057497549820320154
HA,12,12.473881764153894,221.5588051298092,221.5588051298092,13.514075695964967,24.543009071004068,117.39443228026275,901.2403816077573,0.00031279324366593683,23.310783225054738,-151.3252914121051,98.70722552392868,2005.756646856428,127.7869878010635,6.361276196434157,2.4039724741945574,9.673500156396623,20.44487644666875,16.46985298717548,78.68486080700657,29.945301845480138,2975.5239286831406,1.4594932749452612,0.6920550516108852,0.1822020644354082,0.03425086018142008,1.6962777604003754,0.09164842039411948
MQ,1,12.686891555354313,3953.1819334389857,3953.1819334389857,17.31455739189495,5.000045279601539,74.84736246321032,497.8937287751868,0.049943400498075614,35.23631157500566,-91.0663696430609,705.6530224134027,2010.8380801448948,181.93026941362916,7.921168213719719,3.787955625990491,9.260860765225265,3.146008150328277,-3.7892895630518453,62.88381344804166,29.800693683495584,5779.189495132443,1.0529771338012226,0.42621688929137425,0.21453475209418157,0.22829975096219154,1.8888838578220513,0.10894272130405253
MQ,2,11.813431748652455,3947.381051813723,3947.381051813723,15.993687175253728,7.3198659738746175,70.90967804593794,499.59685329966493,0.17991550526878064,35.43616132375079,-91.03959692264361,723.8592240081581,2011.081192638275,182.73053950371485,8.912640217549653,4.946049628514544,9.295658233380275,5.138248919535765,-1.595445539746516,65.40894430146166,30.0807915311028,5108.600009712038,1.1134851648618462,0.46962560093235567,0.1992910212208032,0.20953722138590783,2.0475404263584713,0.14572913125819453
MQ,3,12.743561179930488,3877.510783352642,3877.510783352642,16.409767400409947,5.790615809642635,77.6535068175742,507.33513055877376,0.026646466446840746,35.53106691551555,-90.83242843587917,715.5638980483022,2011.1054718830765,178.21450851082793,9.031102397290795,6.234471081008823,9.46552624543267,10.579800819891275,2.3295454950539165,61.23680286961947,29.899622582657514,6068.059887710543,1.2252473041618395,0.44002317084038856,0.2719900187149095,0.2469922466803315,2.073567418233669,0.11095267801443721
MQ,4,12.737293212294365,3854.4167549882495,3854.4167549882495,16.577945716787244,6.988710197686743,78.09073314593797,512.8339247039307,0.035574397493203076,35.57233506889083,-90.69423266503848,675.53043638542,2011.1545090088014,168.57333763421042,9.871250172803096,7.486290954333902,9.510084788719414,15.109533201234965,7.392092530298142,62.99850467720382,29.723870789364543,5027.620846965578,1.3719644256025068,0.5349983871710982,0.2589742408183955,0.2311875028800516,2.2459794479517075,0.09985714944011796
